GeneSet	DESC	GeneSet,Genes
IFNAR2	IFNAR2	IFNAR2,IFNAR1,IFNL3,STAT4,IFNB1,IL10RB,IFNL2,TYK2,IFNA7,JAK1,IFNA10
IFNB1	IFNB1	IFNB1,IFNL3,IFNAR1,IFNA7,IFNA10,IFNAR2,IFNA14,IFNA5,IFNA1,IFNA6,IFNA21
IFNE	IFNE	IFNE,IFNA17,IFNA8,IFNA21,IFNA5,IFNA6,IFNA1,IFNW1,IFNA4,IFNA10,IFNA16
IFNG	IFNG	IFNG,IL24,IFNA2,EIF2AK2,IL21,SOCS1,PARP14,LIF,TSLP,TYK2,RIPK1
IFNGR1	IFNGR1	IFNGR1,IFNGR2,CD276,IL13,BTN3A1,AGER,AZU1,BTN3A2,IFNLR1,ITGAM,TLR9
IFNGR2	IFNGR2	IFNGR2,IFNGR1,IFNA7,IFNA8,IFNA17,IFNE,IFNA4,IFNW1,IFNA5,IFNA21,IFNA6
IFNK	IFNK	IFNK,IFNW1,IFNA21,IFNA14,IFNA17,IFNA16,IFNA10,IFNA6,IFNA1,IFNA7,IFNA8
IFNL1	IFNL1	IFNL1,TSLP,JAK3,TYK2,IFNL3,IL27RA,SOCS1,IL10RB,IL20RB,IFNA2,STAT4
IFNL2	IFNL2	IFNL2,IFNL3,IFNAR2,IL10RB,IFNLR1,IFNAR1,IFNB1,IFNL1,IFNA10,IFNA6,IFNA14
IFNL3	IFNL3	IFNL3,IFNAR2,IFNL2,IFNAR1,IFNB1,IL10RB,IFNL1,STAT4,IFNA10,IFNA6,TYK2
IFNLR1	IFNLR1	IFNLR1,PDCD1LG2,IFITM3,IFNL2,IL10RB,IFITM2,IL20RB,IFNK,LILRB1,IL27,CD276
IFNW1	IFNW1	IFNW1,IFNA17,IFNA4,IFNE,IFNA8,IFNA6,IFNA1,IFNA5,IFNA7,IFNA10,IFNA14
IFRD1	IFRD1	IFRD1,TMEM182,MYOG,EID2B,MYLK2,MYOZ1,XIRP1,SIX4,MYOZ2,MYF6,CFL2
IFRD2	IFRD2	IFRD2,PAIP2B,ZNF540,EIF4EBP3,SAMD4B,LSM14B,TCP10L,LIN37,TP53TG5,MRPL13,ZMYM5
IFT122	IFT122	IFT122,IFT140,WDR19,IFT52,IFT20,DYNC2H1,FUZ,IFT172,ARL13B,CEP290,TULP3
IFT140	IFT140	IFT140,IFT122,DYNC2H1,IFT52,WDR19,IFT20,TBC1D32,CC2D2A,ARL6,CEP290,DRC1
IFT172	IFT172	IFT172,IFT52,INTU,MKS1,CDK20,FUZ,IFT122,ARL13B,C2CD3,CLUAP1,IFT74
IFT20	IFT20	IFT20,IFT122,IFT140,IFT27,ARL3,CEP290,DZIP1,ARL6,DYNC2H1,BBS2,BBS1
IFT22	IFT22	IFT22,IFT43,IFT46,RABL2B,WDR35,UBXN10,DYNC2LI1,IFT81,CEP41,CEP83,TBC1D31
IFT27	IFT27	IFT27,IFT81,IFT20,ARL3,WDR11,DYNC2H1,IFT140,IFT22,IFT88,WDR19,RABL2B
IFT43	IFT43	IFT43,IFT22,RABL2B,WDR35,IFT46,DYNC2LI1,TBC1D31,UBXN10,PCNT,WDR90,CEP162
IFT46	IFT46	IFT46,IFT22,IFT43,RABL2B,WDR35,IFT81,DYNC2LI1,UBXN10,CEP41,FAM161B,TTC21A
IFT52	IFT52	IFT52,IFT172,CLUAP1,ARL13B,IFT122,INTU,FUZ,IFT140,C2CD3,DZIP1L,IFT74
IFT57	IFT57	IFT57,BCL2L10,HIP1,MTCH1,BCL2L13,PDCD2,CYFIP2,TCTN3,BLID,DLC1,PIDD1
IFT74	IFT74	IFT74,IFT52,IFT172,INTU,IFT140,FUZ,PALLD,EXPH5,IFT57,TRAF3IP1,IFT122
IFT80	IFT80	IFT80,RUNX2,EVC,CTHRC1,RSPO2,TAPT1,SMPD3,HES5,BMPR1B,WNT5B,INTU
IFT81	IFT81	IFT81,IFT27,TTC21A,IQUB,IFT22,DZIP1,TBC1D21,IFT46,IFT43,ODF2,CEP131
IFT88	IFT88	IFT88,IFT27,IFT46,IFT22,WDR35,IFT43,IFT81,RABL2B,IFT52,TUB,IFT20
IGDCC3	IGDCC3	IGDCC3,RIMBP2,IGDCC4,OMG,CNTNAP5,CNTNAP3B,PPFIBP1,HEPACAM,SSPN,NINJ2,MUC21
IGDCC4	IGDCC4	IGDCC4,CNTNAP5,CNTNAP3B,VSIG10,IGSF5,CNTN3,CNTNAP3,ICAM4,OMG,SIGLEC12,CD72
IGF1	IGF1	IGF1,IRS2,ROCK2,MSTN,FGFR1,MYOC,IGFBP5,KRAS,GJA1,TIAM1,HGF
IGF1R	IGF1R	IGF1R,LTK,ALK,PIK3CA,NTRK1,PAK2,PRKD1,SHC1,PDPK1,PIM1,RAF1
IGF2	IGF2	IGF2,FOXA2,TCF7L2,SMO,AKT2,IRS2,PHIP,IGFBP5,NR4A3,LEP,PPARD
IGF2BP1	IGF2BP1	IGF2BP1,IGF2BP3,IGF2BP2,CSDE1,YTHDF1,TIA1,YBX1,ELAVL1,CPEB3,YTHDF3,TARDBP
IGF2BP2	IGF2BP2	IGF2BP2,IGF2BP3,IGF2BP1,CSDE1,ELAVL1,YTHDF1,YTHDF3,YBX1,PATL2,PUM1,NANOS3
IGF2BP3	IGF2BP3	IGF2BP3,IGF2BP2,IGF2BP1,CSDE1,YTHDF3,YTHDF1,ELAVL1,DDX6,ATXN2,NANOS3,YBX1
IGF2R	IGF2R	IGF2R,ERRFI1,PCSK9,PICK1,SORT1,ARF6,APPL1,GHRHR,LHCGR,ADCYAP1R1,LRP8
IGFALS	IGFALS	IGFALS,SIGLEC6,OMD,BCAM,VWA2,LRRN2,FAM3B,FGFBP2,ICAM4,EDIL3,ISLR
IGFBP1	IGFBP1	IGFBP1,IRS1,IGFBP4,IGFBP6,GKAP1,GPR21,GRB14,GPR27,GRB10,GIGYF1,C2CD5
IGFBP2	IGFBP2	IGFBP2,IGFBP7,RETN,STC2,FOSL1,RARRES2,IGFBP5,INSL4,ANGPT2,IGFBP1,GNRH1
IGFBP3	IGFBP3	IGFBP3,IGFBP6,RNF41,IGFBP5,IGFBP4,HRAS,MAP2K5,SGK3,INSR,SPRED1,MYDGF
IGFBP4	IGFBP4	IGFBP4,IGFBP6,IGFBP1,IGFBP3,CARTPT,HRAS,IRS1,TGFA,INSR,EPGN,PDPK1
IGFBP5	IGFBP5	IGFBP5,IGFBP3,IRS2,IGF2,IGFBP6,FGF9,MSTN,CRKL,GPLD1,SOCS2,DDR1
IGFBP6	IGFBP6	IGFBP6,IGFBP4,IGFBP3,IGFBP1,GRB10,FGF17,GRB7,FGF19,SHC1,FGF22,IL26
IGFBP7	IGFBP7	IGFBP7,IGFBPL1,TNC,SPP1,IGFBP2,COL18A1,KAZALD1,LAMA4,COL16A1,STC2,DDR1
IGFBPL1	IGFBPL1	IGFBPL1,KAZALD1,IGFBP7,LTBP4,MIA,CLEC11A,BRICD5,IGFALS,INHBE,SCGB3A1,OSGIN1
IGFL1	IGFL1	IGFL1,IGFL4,RBBP8NL,SCGB1D1,PRH1,LCN9,BIVM,LRRC3B,S100A7L2,ANGPTL5,NXPH1
IGFL2	IGFL2	IGFL2,IGFL3,MSMB,SCGB2A2,IGFL4,C19orf18,TMEM52B,TMEM116,VMO1,C5orf46,FAM151A
IGFL3	IGFL3	IGFL3,IGFL2,MSMB,SCGB2A2,IGFL4,C19orf18,TMEM52B,TMEM116,VMO1,C5orf46,FAM151A
IGFL4	IGFL4	IGFL4,IGFL1,NXPH1,LCN9,PRH1,SCGB1D1,RBBP8NL,ANGPTL5,BIVM,IGFL2,IGFL3
IGFLR1	IGFLR1	IGFLR1,TMEM92,COMMD10,PRR13,COMMD8,FAM131B,NOL4L,FAM217B,ANKRD28,CCDC106,FNBP4
IGFN1	IGFN1	IGFN1,SPRYD4,ZNF200,HMGXB3,LENG1,HSPA12A,TIGD5,NPIPB3,LRRC23,MSMB,FILIP1L
IGHMBP2	IGHMBP2	IGHMBP2,RBMS1,HFM1,DHX30,DDX24,DDX51,DDX27,DDX39B,WBP11,ISG20L2,ZGRF1
IGIP	IGIP	IGIP,FNDC7,SCGB1C1,FNDC1,IGLON5,CCER2,C15orf61,FAM24A,FAM237A,CDCP2,LUZP2
IGLL1	IGLL1	IGLL1,IGLL5,VPREB3,VPREB1,FCGR3B,FCAR,LAIR2,BPIFB3,MS4A2,JCHAIN,KIR2DL3
IGLL5	IGLL5	IGLL5,IGLL1,FCGR3B,SAA2,VPREB1,ENDOD1,LY75,VPREB3,NUDCD1,JCHAIN,BPIFB3
IGLON5	IGLON5	IGLON5,FNDC7,SCGB1C1,FNDC1,CCER2,C15orf61,FAM24A,FAM237A,CDCP2,LUZP2,IGIP
IGSF10	IGSF10	IGSF10,NTN5,KAZALD1,MDGA2,CYB5D2,MATN2,VCAN,GFRA4,LGI4,DMP1,TNN
IGSF11	IGSF11	IGSF11,PCDH17,CLSTN2,AMIGO2,CADM3,PCDHB5,PCDHB14,PCDHB16,PCDHB10,PCDHB9,PCDHB13
IGSF21	IGSF21	IGSF21,CDH10,PCDHB16,PCDHB10,PCDHB9,CDH9,PCDHB13,PCDHB14,PCDHB5,PCDHB3,CADM2
IGSF23	IGSF23	IGSF23,SIGLEC15,AVL9,CSMD3,ARRDC5,TMEM150B,TMEM178A,VSIG2,GPRIN3,TCTA,TANGO6
IGSF3	IGSF3	IGSF3,KERA,CRYGA,CCDC182,CRYBA2,KRTDAP,LIM2,DZANK1,CRYBA4,MUC12,NRSN2
IGSF5	IGSF5	IGSF5,IGDCC4,OCEL1,CNTNAP5,CNTNAP3B,CLDN25,VSIG10,FRMPD2,CLDN24,CNTN3,CLDN8
IGSF6	IGSF6	IGSF6,FCAMR,LILRB5,FCRL4,CD300C,BTLA,CD300E,CD300LD,FCRLA,FCRL2,FCRL6
IGSF8	IGSF8	IGSF8,ADAM21,NRSN2,SDCBP2,NRSN1,SPATA46,FNDC3A,MAMDC2,LHFPL2,ISLR2,ADAM20
IGSF9	IGSF9	IGSF9,CNTN4,CNTN6,NEXN,DSCAM,EMB,ROBO3,DSCAML1,AMIGO1,CLSTN2,FAT3
IGSF9B	IGSF9B	IGSF9B,NRSN1,NINJ2,PPFIBP1,LSAMP,CNTN4,NFASC,SCRG1,ADAM22,NRSN2,OMG
IHH	IHH	IHH,SOX9,MSX2,NOG,SMO,SHH,BMP6,NOTCH2,GLI3,OSR2,SRF
IK	IK	IK,SPC25,BUB1B,SPDL1,BUB3,KNTC1,ZWINT,SPC24,HASPIN,TTK,CDCA8
IKBIP	IKBIP	IKBIP,XRRA1,UBXN4,EEF1D,TTC23L,SUSD6,RCN2,SERP2,RPL36AL,GDAP2,DNAJC21
IKBKB	IKBKB	IKBKB,MAP3K7,IRAK4,IRAK2,TRAF3,RIPK2,TBK1,IRAK3,TNIP1,TRAF2,LRRC19
IKBKE	IKBKE	IKBKE,TANK,TBK1,MAVS,TRAF2,IFI16,TRIM5,TRIM6,NLRC5,TRIM65,TRIM44
IKZF1	IKZF1	IKZF1,RCOR1,BRD3,DMRTB1,ZZZ3,ZNF462,L3MBTL1,MYT1,PHF20,ZNF518B,KLF6
IKZF2	IKZF2	IKZF2,ZSCAN22,ZNF614,ZFP3,ZNF77,ZNF79,ZNF697,ZKSCAN2,ZNF142,ZNF558,ZNF75A
IKZF3	IKZF3	IKZF3,IKZF1,TLX2,EOMES,KLF6,BATF,IRF8,ZBTB1,HOXB7,SP3,TWIST2
IKZF4	IKZF4	IKZF4,ZNF746,RBAK,ZSCAN10,ZNF425,ZNF256,ZNF33A,ZFP90,POU2F1,NPAS3,HMX1
IKZF5	IKZF5	IKZF5,ZBTB5,ZNF239,MXI1,MYPOP,ZNF589,MAFK,ZNF140,GLIS3,FOXP4,ZNF136
IL10	IL10	IL10,IL11,IL2,IL12A,IL4,BCL10,CR1,IL23A,BST2,IL23R,CD86
IL10RA	IL10RA	IL10RA,IL10RB,JAK3,IFNL1,TRIM5,SOCS1,SOCS3,TOLLIP,GBP1,IL2RB,SOCS6
IL10RB	IL10RB	IL10RB,IFNL3,TYK2,IFNAR1,IFNAR2,IL1R1,IFNL1,IFNL2,LILRA1,IFNLR1,IL17RA
IL11	IL11	IL11,IL10,LIF,IL12A,TNFSF12,GPNMB,OSM,DCN,MYDGF,IL6ST,PDCL3
IL11RA	IL11RA	IL11RA,IL12RB2,IL3,LTB,IL2RB,IL17RB,FLT3LG,IL5RA,CTF1,STAT4,IL1R1
IL12A	IL12A	IL12A,IL12B,PRKD2,CEACAM1,HRG,PTPRJ,ANGPT1,ITGB1BP1,TNFSF12,FGF2,IL11
IL12B	IL12B	IL12B,IL12A,PRKD2,CEACAM1,PTPRJ,FGF2,HRG,ANGPT1,ITGB1BP1,FLT4,IL6ST
IL12RB1	IL12RB1	IL12RB1,IL23R,IL23A,LILRB1,CD80,BTN3A1,IL27RA,CD276,CD28,XCL1,BTN3A2
IL12RB2	IL12RB2	IL12RB2,BTN3A1,CD276,IL1R1,IL1F10,HHLA2,PDCD1LG2,IL2RB,STAT4,IL36G,IFNAR1
IL13	IL13	IL13,CX3CL1,AZU1,IL33,C5AR1,IL4R,IL2,TLR9,AGER,CD80,IL23A
IL15	IL15	IL15,SLAMF1,MERTK,IL15RA,KIR2DL4,CD226,PTPRC,TUSC2,CLNK,PIK3CD,IL21
IL15RA	IL15RA	IL15RA,MERTK,KIR2DL4,IL21R,IL15,SLAMF1,CLEC12B,CD226,KIR2DL1,LAG3,KLRD1
IL16	IL16	IL16,SAA1,IL1R1,LTB,IL1RL2,CCL1,IL36A,LILRA5,NLRP10,IL17D,S100A13
IL17A	IL17A	IL17A,IL17F,IL1A,IL33,IRF5,RELA,LILRA5,CD28,BCL10,TMEM106A,SCIMP
IL17B	IL17B	IL17B,IL17C,VSTM1,IL32,IL17D,TNFSF9,IL16,IL9,IL22,IL36G,IL36B
IL17C	IL17C	IL17C,IL17B,IL17RE,IL31,IL36G,IL22,IL17REL,IL32,VSTM1,KLRG1,IL1F10
IL17D	IL17D	IL17D,IL17RC,IL17F,IL16,IL17B,IL33,ORM1,IL17RA,IL1A,IL37,IL17A
IL17F	IL17F	IL17F,IL17A,IRF5,CD28,IL1A,SCIMP,IL33,IL23R,IL23A,IL37,IL17D
IL17RA	IL17RA	IL17RA,IL17RC,IL1R1,IL1RAP,IL17A,IL1RL2,IL27RA,IL17F,IFNA2,IL10RB,IL4R
IL17RB	IL17RB	IL17RB,IL17RE,IL17REL,LAIR2,VSTM1,IL36G,ERMAP,BTNL8,IL1F10,CEACAM7,CSF3R
IL17RC	IL17RC	IL17RC,IL17RA,IL1R1,IL17D,IL1RL2,IL16,IL25,IL36A,IL1RAP,IL17RE,IL5RA
IL17RD	IL17RD	IL17RD,SPRED3,LDLRAD4,VASN,DACT3,LIMS1,TRIM62,PBLD,LRRC32,TGFBR3L,LEMD3
IL17RE	IL17RE	IL17RE,IL17REL,IL17C,IL17RB,IL17RC,NFKBID,IL22,IL36G,IL1F10,KLRG1,IL17B
IL17REL	IL17REL	IL17REL,IL17RE,IL17RB,IL17C,IL31,IL1F10,IL2RB,BTNL3,IL36G,VSTM1,IL17RC
IL18	IL18	IL18,CD47,CSF1,CD160,IL17F,IL34,ADAM8,CSF1R,AXL,IL17D,PF4
IL18BP	IL18BP	IL18BP,HP,GPX3,IL36B,PRDX2,IL36A,BPIFC,SLPI,IL36G,BPIFA2,TRIL
IL18R1	IL18R1	IL18R1,IL18RAP,IL1R1,IL1RL2,CD244,IL17RA,LTB,SLAMF6,IL10RB,IL1RAP,TLR3
IL18RAP	IL18RAP	IL18RAP,IL18R1,IL1RL2,IL1R1,NLRC4,NCR3,LILRA2,IL17RA,IL17RC,NLRP9,AIM2
IL19	IL19	IL19,TNFSF10,IL24,TNFRSF6B,GFER,LTBR,TNFSF14,NAIP,TNFRSF25,TNIP2,NLRP2
IL1A	IL1A	IL1A,IL17A,IL33,IL17F,BCL10,IRF5,TMEM106A,CD28,IL37,SCIMP,IL23A
IL1B	IL1B	IL1B,TNF,IL6,PLCG2,TRIM6,RIPK1,LAMTOR5,INS,EIF2AK2,TRAF2,NTS
IL1F10	IL1F10	IL1F10,IL36G,IL36B,IL36A,LY86,IL37,CD180,TRIL,IL12RB2,IL36RN,IL1R1
IL1R1	IL1R1	IL1R1,IL17RA,IL1RL2,IL18R1,TLR5,IL17RC,IL10RB,IL16,LILRA2,IL12RB2,IL27RA
IL1R2	IL1R2	IL1R2,IL37,IL36RN,NLRP7,LILRA5,IL20RB,IL1R1,GBP1,PDCD1LG2,PYDC2,IL2RB
IL1RAP	IL1RAP	IL1RAP,IL17RA,IL1R1,IL1RL1,IL1RL2,IL16,IL17A,IL17RC,LILRA5,IL4R,IL18R1
IL1RL1	IL1RL1	IL1RL1,IL27RA,IL1RAP,IL1R1,LILRA5,IL37,IL23R,IL33,IL36RN,IL20RB,IL4R
IL1RL2	IL1RL2	IL1RL2,IL1R1,NLRP10,IL36A,IL18R1,IL16,IL17RC,IL17RA,IL36B,IL1RAP,IL18RAP
IL1RN	IL1RN	IL1RN,BTN2A1,IL1RL2,IL36A,IL1R2,IL37,C1QTNF3,IL36RN,IL36G,IL36B,IL1R1
IL2	IL2	IL2,CD86,TNFRSF4,IL10,IL5,FCRL3,CD28,IL4,CD80,IL21,MZB1
IL20	IL20	IL20,IL22RA2,IL3,CNTF,GAB2,CTF1,IL24,FLT3LG,IL9,IL26,SEMA7A
IL20RA	IL20RA	IL20RA,IL2RB,TIGIT,CLEC5A,IAPP,NFAM1,IL19,LRRK1,TNFSF9,TNFRSF18,TNFRSF9
IL20RB	IL20RB	IL20RB,PDCD1LG2,IL27RA,LILRA5,TIGIT,BTN3A1,IL36RN,IL37,CD80,IL1R2,CD33
IL21	IL21	IL21,IL2,IL23A,TSLP,CLCF1,IL9,IL4,CD28,IL23R,IFNG,TXK
IL21R	IL21R	IL21R,KIR2DL1,NCR3,KIR2DL4,CD244,KLRC2,IL15RA,CD226,LAG3,IL2RB,NCR1
IL22	IL22	IL22,IL17B,IL17C,IL17RE,IL9,IL37,IL1F10,ORM1,IL36B,IL36A,IL17D
IL22RA1	IL22RA1	IL22RA1,IL1R2,GBP1,IL37,IL1R1,SIGIRR,IL36RN,IL20RB,NLRP6,PYDC2,BPI
IL22RA2	IL22RA2	IL22RA2,IL20,PARP14,IL3,SOCS1,JAK3,SOCS3,TNFRSF18,IL24,IFNL1,OSM
IL23A	IL23A	IL23A,IL23R,IL12RB1,CD80,XCL1,CD28,LILRB1,IL17F,IL33,SPN,HLA-DRB1
IL23R	IL23R	IL23R,IL23A,IL12RB1,CD80,LILRB1,CD28,XCL1,IL27RA,IL17F,CD86,SCIMP
IL24	IL24	IL24,TNFRSF18,IFNG,IL19,TNFSF18,TNFSF14,SHC4,GFER,CNTF,IL3,TMEM102
IL25	IL25	IL25,IL17RC,IL36B,IL17RE,IL36A,IL17RA,IL36G,IL1F10,IL17B,IL22,NFKBID
IL26	IL26	IL26,TSLP,EIF2AK2,SCIMP,GPNMB,TXK,OSM,HHLA2,CD28,CARD9,LURAP1
IL27	IL27	IL27,EBI3,RSAD2,CD276,IL1R1,SLAMF6,PDCD1LG2,IL23R,TNFSF8,IL23A,IFNLR1
IL27RA	IL27RA	IL27RA,IL20RB,IL23R,LILRA5,CD80,IL12RB1,PDCD1LG2,LILRB2,LILRB4,IFNL1,CD28
IL2RA	IL2RA	IL2RA,CD274,IL5RA,TNFSF18,IFNA2,IL20RB,TNFSF9,VTCN1,IL1R1,NFKBID,TNFRSF13C
IL2RB	IL2RB	IL2RB,IL12RB2,BTN3A1,IL1R2,IL20RB,IFNA2,IL10RB,IL12RB1,JAK3,IL2RA,IL21R
IL3	IL3	IL3,IL9,LTB,TNFSF18,CTF1,IL5,IL16,TNFSF9,IL20,AFAP1L2,IL24
IL31	IL31	IL31,PSG8,IL32,VSTM1,CEACAM7,IL17C,LAIR2,CMTM2,INHBC,CD300E,CD300LD
IL31RA	IL31RA	IL31RA,PRKCE,MAP3K7,MAPKAPK2,PTPRC,PTPN6,MAPK7,BRAF,MST1R,TYK2,MAPKAPK3
IL32	IL32	IL32,IL31,VSTM1,CMTM2,IL17B,ICOS,CMTM1,IL17C,LRRN2,CD300C,THEMIS2
IL33	IL33	IL33,TMEM106A,IL1A,IL17A,BCL10,IL17F,IL23A,TLR9,IL37,LILRA5,IL23R
IL34	IL34	IL34,CSF1R,MAPK1,CSF1,PTK2,MAPK3,CXCL17,CCL26,IL18,PF4,LIF
IL36A	IL36A	IL36A,IL36B,IL1F10,IL36G,IL37,IL1RL2,TRIL,IL16,LY86,CD180,IL1R1
IL36B	IL36B	IL36B,IL36A,IL36G,IL1F10,TRIL,IL37,LY86,IL1RL2,CD180,IL1R1,CD6
IL36G	IL36G	IL36G,IL36B,IL1F10,IL36A,LY86,CD180,TRIL,LY96,IL17B,IL17C,IL12RB2
IL36RN	IL36RN	IL36RN,IL37,SIGIRR,IL1R2,PDCD1LG2,IL20RB,GBP7,BPI,NLRX1,IL1F10,PALM3
IL37	IL37	IL37,IL36RN,IL36A,LILRA5,IL1R2,BPI,PYDC2,IL1F10,ORM1,IL17F,C1QTNF4
IL4	IL4	IL4,LIF,IL2,IL33,FOXP1,IL21,CSF1,CD28,DDRGK1,PRKCQ,MAPK1
IL4I1	IL4I1	IL4I1,IDO1,IRF1,TBX21,HSPA1A,PRR7,TRIM27,CIITA,ZBTB1,DUSP22,KAT2A
IL4R	IL4R	IL4R,CD86,IL5,IL17RA,TNFRSF4,TNFSF4,IL1R1,IL17F,IL20RB,IL9,IL27RA
IL5	IL5	IL5,IL9,CLCF1,IL2,CD86,TNFRSF4,IL4R,IL5RA,TSLP,CD28,IL3
IL5RA	IL5RA	IL5RA,IL9,IL1R1,IL5,IL2RA,IL17RA,IL17RC,IL1RL2,TLR5,IL16,IL4R
IL6	IL6	IL6,IL1B,RELA,IL6ST,TNF,CD200,TRIM6,BCL10,IL33,OSM,TRIM44
IL6R	IL6R	IL6R,IL6ST,IL17RA,IL17F,IL16,TNFRSF11A,CCR2,IL1R1,IL1A,IL17D,SAA1
IL6ST	IL6ST	IL6ST,IL6,IL6R,JAK2,OSM,F2,CD40,CD47,YES1,BCL10,FGR
IL7	IL7	IL7,TSLP,CD28,HHLA2,FGR,IL7R,SCIMP,IL12RB1,IL17F,GPNMB,IL26
IL7R	IL7R	IL7R,CD80,CD274,IL7,LILRB1,IL2,CD86,TNFSF9,LILRB2,PRKCQ,IL12RB1
IL9	IL9	IL9,IL5,IL3,CLCF1,IL5RA,TNFSF18,TNFSF9,AFAP1L2,TNFRSF4,IL21,IL17B
ILDR1	ILDR1	ILDR1,FRMD4A,MARVELD3,TMIGD1,OCLN,APBB3,LIN7B,LSR,CRB3,CLDN18,RHBDF1
ILDR2	ILDR2	ILDR2,PDX1,RAB11FIP5,PIK3R2,SIDT2,RFX6,TM7SF3,PTPRN,KLF15,VSNL1,G6PC2
ILF2	ILF2	ILF2,MLLT1,PA2G4,EDRF1,SCAND1,CREB5,GPBP1L1,CDCA7L,ZNF496,CASZ1,SSBP2
ILF3	ILF3	ILF3,TRIM11,IFIT1,DDX56,ZNF639,RNASEL,ZC3HAV1,PCBP1,MORC3,HCFC2,OAS2
ILK	ILK	ILK,STK4,WNT1,FGFR2,WNT4,NPNT,FZD1,RET,FGFR1,CRKL,FGF1
ILKAP	ILKAP	ILKAP,PPM1J,PTPN21,PPM1M,LRRC18,DUSP12,PPM1G,DUSP28,PPM1H,DUSP23,DAPP1
ILVBL	ILVBL	ILVBL,HACL1,PHYH,ACSM6,PECR,ACSM4,DECR2,PCCA,AASDH,ACSM5,ACAA1
IMMP1L	IMMP1L	IMMP1L,PMPCA,PMPCB,SEC11C,MIPEP,SPCS2,SPCS3,SPCS1,SEC11A,PCSK7,CPD
IMMP2L	IMMP2L	IMMP2L,IMMP1L,BAX,SPO11,EIF2B5,FANCG,ZNF830,PMPCB,EIF2B2,PMPCA,MIPEP
IMMT	IMMT	IMMT,CHCHD3,DNAJC11,SAMM50,CHCHD6,MTX3,LETM1,TMEM11,SMDT1,MTX2,CHCHD10
IMP3	IMP3	IMP3,NOL7,IMP4,WDR3,RIOK1,RRP36,UTP6,WDR46,SRFBP1,BMS1,NOL10
IMP4	IMP4	IMP4,IMP3,RRP36,NOP56,FCF1,UTP18,KRR1,NOL7,NOP58,RRP9,WDR3
IMPA1	IMPA1	IMPA1,IMPA2,INPP4B,PPIP5K1,INPP1,INPP4A,ISYNA1,IP6K3,IPMK,PPIP5K2,ITPKC
IMPA2	IMPA2	IMPA2,IMPA1,INPP1,ISYNA1,PPIP5K1,INPP4B,INPP4A,ITPKC,IP6K3,IPMK,PPIP5K2
IMPACT	IMPACT	IMPACT,ADNP,FNIP2,APBB1,ATF4,URI1,TSC22D4,BCL11A,APBB2,ATF3,CTBP1
IMPDH1	IMPDH1	IMPDH1,IMPDH2,GMPS,QPCT,CANT1,GYG1,OLA1,PAICS,GGH,PPAT,GHDC
IMPDH2	IMPDH2	IMPDH2,IMPDH1,PFAS,PAICS,PPAT,ATIC,GMPS,GART,NME1,CANT1,CMPK1
IMPG1	IMPG1	IMPG1,IMPG2,PRCD,KERA,ROM1,LAMC3,FAM151B,PRR4,PRPH2,NXNL1,ADAMTSL3
IMPG2	IMPG2	IMPG2,IMPG1,LAMC3,KERA,COL8A2,MFAP5,PRCD,COL9A1,ROM1,COL8A1,SMOC1
INA	INA	INA,POTEE,NEFH,NEFL,CCDC14,NEFM,MAPKAP1,POTEJ,POTEF,POTEI,CNP
INAFM1	INAFM1	INAFM1,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
INAFM2	INAFM2	INAFM2,CCDC188,CCDC168,ERVV-2,FAM162B,TMEM156,MFSD6L,FAM171B,FAM171A2,MS4A4E,FAM187B
INCA1	INCA1	INCA1,CDKN2C,CDKN1C,CDKN2A,SERTAD1,HEXIM2,DSTYK,GADD45A,CDKN3,CDKN2D,CCNG1
INCENP	INCENP	INCENP,CDCA8,SPAG5,CENPE,BIRC5,NUSAP1,TTK,MAD2L1,NEK2,ZNF207,PRC1
INF2	INF2	INF2,PLEKHG2,MEGF9,KANK4,PLEKHH2,PSTPIP2,MYO19,TMSB10,PFN3,MICALL2,CATIP
ING1	ING1	ING1,BRMS1L,SAP130,SAP30L,SAP30,BRMS1,ARID4A,ARID4B,SUDS3,ZNF268,MAZ
ING2	ING2	ING2,ARID4A,ARID4B,DMRT1,TCFL5,EPC1,GLIS2,TADA3,NR2C2,ESR2,TRIM27
ING3	ING3	ING3,EP400,BRPF1,MEAF6,MRGBP,BRPF3,EPC2,MECOM,VPS72,JADE2,YEATS4
ING4	ING4	ING4,JADE1,MEAF6,ING5,JADE2,ING3,MECOM,KAT7,BRPF1,YEATS4,MRGBP
ING5	ING5	ING5,MEAF6,ING4,PRDM11,JADE1,KLF11,MECOM,PRAMEF14,PRAMEF18,PRAMEF26,PRAMEF10
INHA	INHA	INHA,INHBA,FST,INSL3,PTH1R,LGR4,PTHLH,INHBB,IGFBP5,AMH,SOS1
INHBA	INHBA	INHBA,INHBB,FST,INHA,FOXO3,LGR4,PDGFRA,LEP,MMP2,SRC,MMP14
INHBB	INHBB	INHBB,INHBA,VGF,AMH,HYAL3,INHA,EIF2B5,INSL3,MMP2,IGFBP2,EIF2B2
INHBC	INHBC	INHBC,GDF1,RLN3,MIA,GUCA2A,GNRH2,INS-IGF2,INHBE,FGFBP2,MLN,C1QTNF9
INHBE	INHBE	INHBE,MIA,C1QTNF9,GDF1,INS-IGF2,INHBC,ANGPTL2,RETNLB,RLN3,GUCA2A,LEFTY2
